"Path","Modified","Size"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_1_경사분석_구역계내.prj","2025-09-02 19:42:08","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_1_경사분석_구역계내.shp","2025-09-02 19:42:08","329376"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_1_경사분석_구역계내.shx","2025-09-02 19:42:08","14212"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_1_경사분석_구역계내.tif","2025-09-02 19:42:08","109955"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_1_경사분석_재분류.dbf","2025-09-02 19:42:08","126216"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_1_경사분석_재분류.prj","2025-09-02 19:42:08","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_1_경사분석_재분류.shp","2025-09-02 19:42:08","2445840"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_1_경사분석_재분류.shx","2025-09-02 19:42:08","101020"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_1_경사분석_재분류.tif","2025-09-02 19:42:08","540742"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_2_경사분석.prj","2025-09-02 19:42:08","603"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_2_경사분석.tif","2025-09-02 19:42:08","1083610"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_2_경사분석_경사퍼센트.tif","2025-09-02 19:42:08","539968"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_2_경사분석_구역계내.cpg","2025-09-02 19:42:08","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_2_경사분석_구역계내.dbf","2025-09-02 19:42:08","12586"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_2_경사분석_구역계내.prj","2025-09-02 19:42:08","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_2_경사분석_구역계내.shp","2025-09-02 19:42:08","224264"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_2_경사분석_구역계내.shx","2025-09-02 19:42:08","10116"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_2_경사분석_구역계내.tif","2025-09-02 19:42:08","109955"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_2_경사분석_재분류.dbf","2025-09-02 19:42:08","107616"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_2_경사분석_재분류.prj","2025-09-02 19:42:08","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_2_경사분석_재분류.shp","2025-09-02 19:42:08","1892180"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_2_경사분석_재분류.shx","2025-09-02 19:42:08","86140"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\2_2_2_경사분석_재분류.tif","2025-09-02 19:42:08","540742"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도.cpg","2025-09-02 19:42:06","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도.dbf","2025-09-02 19:42:06","518664"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도.prj","2025-09-02 19:42:06","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도.qgz","2025-09-02 19:42:06","22809"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도.shp","2025-09-02 19:42:06","849436"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도.shx","2025-09-02 19:42:06","1276"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_구역계내.cpg","2025-09-02 19:42:06","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_구역계내.dbf","2025-09-02 19:42:06","85458"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_구역계내.prj","2025-09-02 19:42:06","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_구역계내.shp","2025-09-02 19:42:06","96384"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_구역계내.shx","2025-09-02 19:42:06","292"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_별도관리지역.cpg","2025-09-02 19:42:06","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_별도관리지역.dbf","2025-09-02 19:42:06","706"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_별도관리지역.prj","2025-09-02 19:42:06","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_별도관리지역.shp","2025-09-02 19:42:06","100"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_별도관리지역.shx","2025-09-02 19:42:06","100"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_별도관리지역_구역계내.cpg","2025-09-02 19:42:06","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_별도관리지역_구역계내.dbf","2025-09-02 19:42:06","706"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_별도관리지역_구역계내.prj","2025-09-02 19:42:06","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_별도관리지역_구역계내.shp","2025-09-02 19:42:06","100"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_1_생태자연도_별도관리지역_구역계내.shx","2025-09-02 19:42:06","100"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_2_국토환경성평가등급현황.cpg","2025-09-02 19:42:06","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_2_국토환경성평가등급현황.dbf","2025-09-02 19:42:06","33876"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_2_국토환경성평가등급현황.prj","2025-09-02 19:42:06","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_2_국토환경성평가등급현황.shp","2025-09-02 19:42:06","1571436"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_2_국토환경성평가등급현황.shx","2025-09-02 19:42:06","27148"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_2_국토환경성평가등급현황.tif","2025-09-02 19:42:06","540102"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_2_국토환경성평가등급현황_구역계내.cpg","2025-09-02 19:42:06","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_2_국토환경성평가등급현황_구역계내.dbf","2025-09-02 19:42:06","5016"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_2_국토환경성평가등급현황_구역계내.prj","2025-09-02 19:42:06","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_2_국토환경성평가등급현황_구역계내.shp","2025-09-02 19:42:06","244172"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_2_국토환경성평가등급현황_구역계내.shx","2025-09-02 19:42:06","4060"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_2_국토환경성평가등급현황_큰구역.tif","2025-09-02 19:42:06","4006751"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_1_임상도_수종.cpg","2025-09-02 19:42:06","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_1_임상도_수종.dbf","2025-09-02 19:42:06","1121437"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_1_임상도_수종.prj","2025-09-02 19:42:06","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_1_임상도_수종.qgz","2025-09-02 19:42:06","14846"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_1_임상도_수종.shp","2025-09-02 19:42:06","956988"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_1_임상도_수종.shx","2025-09-02 19:42:06","3276"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_1_임상도_수종_구역계내.cpg","2025-09-02 19:42:06","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_1_임상도_수종_구역계내.dbf","2025-09-02 19:42:06","274537"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_1_임상도_수종_구역계내.prj","2025-09-02 19:42:06","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_1_임상도_수종_구역계내.shp","2025-09-02 19:42:06","203456"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_1_임상도_수종_구역계내.shx","2025-09-02 19:42:06","876"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_2_임상도_영급.cpg","2025-09-02 19:42:06","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_2_임상도_영급.dbf","2025-09-02 19:42:06","1121437"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_2_임상도_영급.prj","2025-09-02 19:42:06","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_2_임상도_영급.shp","2025-09-02 19:42:06","956988"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_2_임상도_영급.shx","2025-09-02 19:42:06","3276"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_2_임상도_영급_구역계내.cpg","2025-09-02 19:42:06","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_2_임상도_영급_구역계내.dbf","2025-09-02 19:42:06","274537"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_2_임상도_영급_구역계내.prj","2025-09-02 19:42:06","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_2_임상도_영급_구역계내.shp","2025-09-02 19:42:06","203456"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\3_3_2_임상도_영급_구역계내.shx","2025-09-02 19:42:06","876"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황.cpg","2025-09-02 19:42:10","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황.dbf","2025-09-02 19:42:10","11556530"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황.prj","2025-09-02 19:42:10","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황.shp","2025-09-02 19:42:10","1414948"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황.shx","2025-09-02 19:42:10","37604"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_가지번.cpg","2025-09-02 19:42:10","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_가지번.dbf","2025-09-02 19:42:10","30175"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_가지번.prj","2025-09-02 19:42:10","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_가지번.shp","2025-09-02 19:42:10","1756"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_가지번.shx","2025-09-02 19:42:10","140"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_구역계내.cpg","2025-09-02 19:42:10","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_구역계내.dbf","2025-09-02 19:42:10","2474281"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_구역계내.prj","2025-09-02 19:42:10","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_구역계내.shp","2025-09-02 19:42:10","278772"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_구역계내.shx","2025-09-02 19:42:10","7900"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_구역계내_가지번.cpg","2025-09-02 19:42:10","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_구역계내_가지번.dbf","2025-09-02 19:42:10","7075"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_구역계내_가지번.prj","2025-09-02 19:42:10","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_구역계내_가지번.shp","2025-09-02 19:42:10","1152"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_1_소유자현황_구역계내_가지번.shx","2025-09-02 19:42:10","108"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황.cpg","2025-09-02 19:42:10","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황.dbf","2025-09-02 19:42:10","11556530"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황.prj","2025-09-02 19:42:10","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황.shp","2025-09-02 19:42:10","1414948"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황.shx","2025-09-02 19:42:10","37604"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황_가지번.cpg","2025-09-02 19:42:10","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황_가지번.dbf","2025-09-02 19:42:10","30175"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황_가지번.prj","2025-09-02 19:42:10","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황_가지번.shp","2025-09-02 19:42:10","1756"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황_가지번.shx","2025-09-02 19:42:10","140"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황_구역계내.cpg","2025-09-02 19:42:10","5"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황_구역계내.dbf","2025-09-02 19:42:10","2474281"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황_구역계내.prj","2025-09-02 19:42:10","455"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황_구역계내.shp","2025-09-02 19:42:10","278772"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황_구역계내.shx","2025-09-02 19:42:10","7900"
"\Q-GIS 발표 자료\DIDAS_설계도구\막곡지구_5174_qovudrkd85\data\4_2_지목별현황_구역계내_가지번.cpg","2025-09-02 19:42:10","5"
